SeniorCitizen,tenure,MonthlyCharges,TotalCharges,customer_value,Contract_One year,Contract_Two year,Dependents_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,InternetService_Fiber optic,InternetService_No,OnlineBackup_No internet service,OnlineBackup_Yes,OnlineSecurity_No internet service,OnlineSecurity_Yes,PaperlessBilling_Yes,Partner_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,StreamingMovies_No internet service,StreamingMovies_Yes,StreamingTV_No internet service,StreamingTV_Yes,TechSupport_No internet service,TechSupport_Yes,contract_numeric_2,contract_numeric_3,monthly_charges_group_高消费,tenure_group_3-5年,tenure_group_5年以上,monthly_tenure_interaction,avg_monthly_charge,customer_cluster
0,66,56.6,3789.2,3735.6,False,True,False,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,3735.6,57.41212121212121,0
0,65,84.2,5324.5,5473.0,False,True,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,True,False,True,5473.0,81.91538461538461,0
0,8,80.0,624.6,640.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,640.0,78.075,3
0,4,70.15,268.35,280.6,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,280.6,67.0875,3
0,71,24.75,1836.9,1757.25,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,1757.25,25.871830985915494,1
0,1,20.2,20.2,20.2,True,False,True,True,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,20.2,20.2,3
0,4,50.05,179.35,200.2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,200.2,44.8375,3
0,12,19.35,219.35,232.20000000000002,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,232.20000000000002,18.279166666666665,3
0,24,50.6,1288.75,1214.4,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,1214.4,53.697916666666664,1
0,31,81.15,2545.75,2515.65,True,False,True,False,True,False,False,False,False,False,True,True,True,False,False,True,False,True,False,True,False,True,True,False,True,False,False,2515.65,82.12096774193549,1
0,1,55.2,55.2,55.2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,55.2,55.2,3
0,30,89.9,2723.15,2697.0,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,2697.0,90.77166666666668,1
0,47,85.3,4107.25,4009.1,False,True,True,False,False,False,False,False,True,False,True,True,True,True,False,False,False,True,False,True,False,True,False,True,True,True,False,4009.1,87.38829787234043,0
0,54,108.0,5760.65,5832.0,False,True,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,5832.0,106.6787037037037,2
0,50,93.5,4747.5,4675.0,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,4675.0,94.95,0
0,1,84.6,84.6,84.6,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,84.6,84.6,3
0,72,20.25,1566.9,1458.0,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,1458.0,21.762500000000003,1
0,29,25.15,702.0,729.3499999999999,False,False,False,True,False,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,729.3499999999999,24.20689655172414,3
0,2,54.4,114.1,108.8,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,108.8,57.05,3
0,10,29.6,299.05,296.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,296.0,29.905,3
0,18,73.15,1305.95,1316.7,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1316.7,72.55277777777778,1
1,11,95.0,1120.3,1045.0,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,1045.0,101.84545454545454,3
0,16,19.75,284.35,316.0,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False,False,316.0,17.771875,3
0,72,86.6,6350.5,6235.2,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,6235.2,88.20138888888889,2
0,72,109.2,7878.3,7862.400000000001,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,7862.400000000001,109.42083333333333,2
0,41,74.7,3187.65,3062.7000000000003,True,False,True,False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,False,True,False,True,True,False,True,True,False,3062.7000000000003,77.74756097560976,0
1,65,94.4,6126.15,6136.0,False,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,6136.0,94.24846153846153,2
1,13,54.8,731.3,712.4,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,712.4,56.25384615384615,3
1,4,75.35,273.4,301.4,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,301.4,68.35,3
0,41,65.0,2531.8,2665.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,2665.0,61.75121951219513,1
1,15,74.4,1074.3,1116.0,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1116.0,71.61999999999999,3
0,1,48.55,48.55,48.55,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,48.55,48.55,3
0,42,99.0,4298.45,4158.0,True,False,False,False,True,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False,4158.0,102.34404761904761,0
0,51,93.5,4619.55,4768.5,True,False,False,False,True,True,False,False,True,False,True,True,True,False,True,False,False,False,False,True,False,False,True,False,True,True,False,4768.5,90.57941176470588,0
0,2,70.4,147.15,140.8,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,140.8,73.575,3
1,1,40.2,40.2,40.2,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,40.2,40.2,3
0,32,83.7,2633.3,2678.4,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,2678.4,82.290625,1
0,10,19.85,193.05,198.5,False,False,False,True,False,False,True,True,False,True,False,True,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,198.5,19.305,3
0,67,59.55,4103.9,3989.85,False,True,True,False,True,False,False,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,3989.85,61.252238805970144,0
0,61,115.1,7008.15,7021.099999999999,False,True,True,False,True,True,False,False,True,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,False,False,True,7021.099999999999,114.88770491803278,2
0,50,114.35,5791.1,5717.5,True,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,True,True,False,False,True,False,5717.5,115.822,2
0,2,44.6,80.55,89.2,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,89.2,40.275,3
1,29,45.0,1228.65,1305.0,False,False,False,False,True,False,False,False,False,False,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,1305.0,42.36724137931035,1
1,3,41.15,132.2,123.44999999999999,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,123.44999999999999,44.06666666666666,3
1,13,106.9,1364.3,1389.7,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,1389.7,104.94615384615385,1
1,57,89.85,4925.35,5121.45,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,True,False,5121.45,86.40964912280702,0
0,31,49.85,1520.1,1545.3500000000001,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,1545.3500000000001,49.03548387096774,1
0,45,113.3,5032.25,5098.5,True,False,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,5098.5,111.82777777777778,0
0,61,88.1,5526.75,5374.099999999999,False,True,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False,True,5374.099999999999,90.60245901639344,2
0,50,24.9,1195.25,1245.0,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,1245.0,23.905,1
1,19,105.0,2007.25,1995.0,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,1995.0,105.64473684210526,1
0,59,19.35,1099.6,1141.65,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False,True,False,1141.65,18.63728813559322,3
0,71,24.25,1732.95,1721.75,False,True,False,True,False,False,True,True,False,True,False,True,True,True,False,False,True,False,True,False,True,False,False,True,False,False,True,1721.75,24.40774647887324,1
1,16,94.45,1511.2,1511.2,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,1511.2,94.45,1
0,57,59.75,3450.15,3405.75,False,True,False,False,False,False,False,False,True,False,True,True,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,3405.75,60.52894736842106,0
0,1,24.8,24.8,24.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24.8,24.8,3
1,20,107.05,2172.05,2141.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,2141.0,108.6025,1
0,1,70.6,70.6,70.6,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,70.6,70.6,3
0,5,85.4,401.1,427.0,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,427.0,80.22,3
0,52,105.05,5624.85,5462.599999999999,False,False,False,False,True,True,False,False,True,False,False,True,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,5462.599999999999,108.17019230769232,2
1,21,64.95,1339.8,1363.95,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1363.95,63.8,1
0,14,55.0,771.95,770.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,770.0,55.13928571428572,3
0,5,50.55,244.75,252.75,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,252.75,48.95,3
0,6,55.15,322.9,330.9,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,330.9,53.81666666666666,3
0,10,51.2,498.25,512.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,512.0,49.825,3
0,1,25.4,25.4,25.4,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,25.4,25.4,3
0,68,54.45,3687.75,3702.6000000000004,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,3702.6000000000004,54.231617647058826,0
0,18,95.15,1779.95,1712.7,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,1712.7,98.88611111111112,1
0,22,76.0,1783.6,1672.0,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,1672.0,81.07272727272726,1
0,20,44.35,927.15,887.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,887.0,46.3575,3
0,1,70.0,70.0,70.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,70.0,70.0,3
1,8,74.5,606.55,596.0,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,596.0,75.81875,3
0,10,44.85,435.4,448.5,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,448.5,43.54,3
1,24,76.1,1712.7,1826.3999999999999,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1826.3999999999999,71.3625,1
0,35,61.2,2021.2,2142.0,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,2142.0,57.74857142857143,1
0,23,86.8,1940.8,1996.3999999999999,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,1996.3999999999999,84.38260869565217,1
1,6,89.35,567.8,536.0999999999999,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,536.0999999999999,94.63333333333333,3
0,12,19.7,220.35,236.39999999999998,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,236.39999999999998,18.3625,3
0,1,20.25,20.25,20.25,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,20.25,20.25,3
0,71,76.05,5436.45,5399.55,False,True,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,5399.55,76.56971830985916,2
1,35,100.8,3437.5,3528.0,False,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,3528.0,98.21428571428571,0
0,40,74.55,3015.75,2982.0,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,False,False,False,False,True,True,False,2982.0,75.39375,1
0,1,73.6,73.6,73.6,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,73.6,73.6,3
0,23,64.9,1509.8,1492.7,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,1492.7,65.64347826086956,1
1,4,95.45,396.1,381.8,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,381.8,99.025,3
0,4,90.4,356.65,361.6,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,361.6,89.1625,3
0,68,60.3,4109.0,4100.4,False,True,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,False,True,4100.4,60.4264705882353,0
0,38,81.85,3141.7,3110.2999999999997,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,3110.2999999999997,82.67631578947368,0
0,52,24.8,1229.1,1289.6000000000001,False,True,True,True,False,False,True,True,False,True,False,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,1289.6000000000001,23.63653846153846,1
1,32,74.9,2303.35,2396.8,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2396.8,71.9796875,1
0,29,75.55,2054.4,2190.95,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,2190.95,70.84137931034483,1
1,38,101.15,3741.85,3843.7000000000003,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,3843.7000000000003,98.46973684210526,0
0,48,78.75,3682.45,3780.0,True,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,3780.0,76.71770833333333,0
0,1,19.25,19.25,19.25,False,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,19.25,19.25,3
0,22,89.05,1886.25,1959.1,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,1959.1,85.73863636363636,1
0,43,115.05,4895.1,4947.15,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,4947.15,113.83953488372094,0
1,5,69.35,341.6,346.75,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,346.75,68.32000000000001,3
0,5,80.6,415.55,403.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,403.0,83.11,3
0,51,110.05,5686.4,5612.55,True,False,True,False,False,True,False,False,True,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,False,5612.55,111.49803921568626,2
0,71,19.9,1355.1,1412.8999999999999,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,1412.8999999999999,19.085915492957746,1
0,38,80.3,3058.65,3051.4,True,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,True,True,False,3051.4,80.49078947368422,1
1,24,93.15,2231.05,2235.6000000000004,False,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,2235.6000000000004,92.96041666666667,1
0,35,91.5,3236.35,3202.5,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,False,False,True,False,False,3202.5,92.46714285714286,0
1,54,82.45,4350.1,4452.3,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,True,False,True,True,False,4452.3,80.55740740740741,0
0,72,60.0,4264.0,4320.0,False,True,True,False,True,False,False,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,4320.0,59.22222222222222,0
0,1,44.8,44.8,44.8,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,44.8,44.8,3
0,9,48.6,422.3,437.40000000000003,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,437.40000000000003,46.922222222222224,3
0,69,60.05,4176.7,4143.45,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,4143.45,60.53188405797101,0
0,52,102.7,5138.1,5340.400000000001,False,False,False,False,False,True,False,False,True,False,False,True,True,True,False,False,False,True,False,True,False,True,False,False,False,True,False,5340.400000000001,98.8096153846154,0
1,11,82.9,880.05,911.9000000000001,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,911.9000000000001,80.00454545454545,3
1,2,70.35,139.05,140.7,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,140.7,69.525,3
1,28,35.9,973.65,1005.1999999999999,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1005.1999999999999,34.77321428571428,3
1,17,82.65,1470.05,1405.0500000000002,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1405.0500000000002,86.4735294117647,1
0,35,19.85,739.35,694.75,False,True,True,True,False,False,True,True,False,True,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,False,False,694.75,21.124285714285715,3
0,8,19.2,161.95,153.6,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,153.6,20.24375,3
0,46,94.9,4422.95,4365.400000000001,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,True,False,4365.400000000001,96.15108695652174,0
0,7,73.85,511.25,516.9499999999999,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,516.9499999999999,73.03571428571429,3
0,2,80.6,155.8,161.2,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,161.2,77.9,3
0,68,75.8,5293.95,5154.4,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,True,False,True,False,True,5154.4,77.85220588235293,0
0,43,104.6,4759.85,4497.8,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,4497.8,110.69418604651163,0
0,68,88.15,6148.45,5994.200000000001,False,True,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,True,False,True,5994.200000000001,90.41838235294118,2
0,36,94.8,3565.65,3412.7999999999997,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,3412.7999999999997,99.04583333333333,0
0,63,103.4,6603.0,6514.200000000001,False,False,False,False,True,True,False,False,True,False,False,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,6514.200000000001,104.80952380952381,2
1,32,54.65,1830.1,1748.8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1748.8,57.190625,1
0,71,85.75,6223.8,6088.25,False,True,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,True,False,True,6088.25,87.65915492957747,2
0,66,67.45,4508.65,4451.7,False,False,True,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4451.7,68.31287878787879,0
0,63,20.5,1328.15,1291.5,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,False,False,True,1291.5,21.081746031746032,1
0,41,20.25,865.0,830.25,True,False,True,True,False,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,830.25,21.097560975609756,3
1,1,72.1,72.1,72.1,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,72.1,72.1,3
0,2,90.4,168.2,180.8,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,180.8,84.1,3
0,70,19.45,1303.5,1361.5,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,1361.5,18.62142857142857,1
0,23,44.95,996.85,1033.8500000000001,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,1033.8500000000001,43.34130434782609,3
1,64,97.0,6430.9,6208.0,True,False,False,False,True,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,6208.0,100.4828125,2
0,37,62.8,2278.75,2323.6,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,2323.6,61.58783783783784,1
0,17,44.6,681.4,758.2,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,758.2,40.08235294117647,3
1,7,89.15,574.35,624.0500000000001,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,624.0500000000001,82.05,3
0,4,84.8,371.9,339.2,False,False,True,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,339.2,92.975,3
1,21,41.9,840.1,879.9,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,879.9,40.00476190476191,3
0,10,80.25,846.0,802.5,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,802.5,84.6,3
1,16,54.1,889.0,865.6,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,865.6,55.5625,3
0,64,105.25,6823.4,6736.0,False,True,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,6736.0,106.615625,2
1,27,30.75,805.1,830.25,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,830.25,29.81851851851852,3
0,42,97.1,4016.75,4078.2,True,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,True,True,False,4078.2,95.63690476190476,0
0,5,20.2,83.75,101.0,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,101.0,16.75,3
0,41,98.8,3959.15,4050.7999999999997,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,4050.7999999999997,96.56463414634146,0
0,58,50.3,2878.55,2917.3999999999996,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,2917.3999999999996,49.630172413793105,1
0,47,20.55,945.7,965.85,False,True,False,True,False,False,True,True,False,True,False,True,False,False,False,True,True,False,True,False,True,False,False,True,False,True,False,965.85,20.121276595744682,3
0,18,75.9,1373.05,1366.2,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,1366.2,76.28055555555555,1
0,5,96.5,492.55,482.5,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,482.5,98.51,3
0,23,59.95,1406.0,1378.8500000000001,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1378.8500000000001,61.130434782608695,1
0,1,19.15,19.15,19.15,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,19.15,19.15,3
0,71,98.65,6962.85,7004.150000000001,True,False,False,False,True,True,False,False,False,False,False,True,True,True,False,False,False,True,False,True,False,False,True,False,True,False,True,7004.150000000001,98.06830985915494,2
0,72,112.6,8126.65,8107.2,False,True,True,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True,False,True,False,True,False,True,False,False,True,8107.2,112.87013888888889,2
0,33,20.6,690.25,679.8000000000001,True,False,True,True,False,False,True,True,False,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,False,False,False,679.8000000000001,20.916666666666668,3
0,2,85.65,181.5,171.3,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,171.3,90.75,3
0,24,35.75,830.8,858.0,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,858.0,34.61666666666667,3
0,56,99.75,5608.4,5586.0,True,False,True,False,True,True,False,False,True,False,False,True,True,True,False,False,False,True,False,False,False,True,True,False,True,True,False,5586.0,100.14999999999999,2
0,37,96.1,3646.8,3555.7,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,3555.7,98.56216216216217,0
